编号,名称,规格,单位,单价,含量,主材标记,材料号,材料类别,是否有明细,,,
6B-6,其他材料,,%,1,1,,,2,,,,
6B-6,砂轮切割机砂轮直径500mm,,台班,0.001,0.003,,,3,,,,
6B-6,电焊机综合,,台班,0.023,0.07,,,3,,,,
6B-7,综合用工二类,,工日,0.432,0.432,,,1,,,,
6B-7,低压碳钢管,,m,9.57,9.57,*,,5,,,,
6B-7,碳钢电焊条结422φ3.2,,kg,0.172,0.172,,,2,,,,
6B-7,氧气,,m3,0.254,0.254,,,2,,,,
6B-7,乙炔气,,kg,0.085,0.085,,,2,,,,
6B-7,尼龙砂轮片φ100,,片,0.072,0.072,,,2,,,,
6B-7,电,,kW·h,0.139,0.139,,,2,,,,
6B-7,其他材料,,%,1,1,,,2,,,,
6B-7,电焊机综合,,台班,0.112,0.112,,,3,,,,
6B-8,综合用工二类,,工日,0.432,0.51,,,1,,,,
6B-8,低压碳钢管,,m,9.57,9.57,*,,5,,,,
6B-8,碳钢电焊条结422φ3.2,,kg,0.172,0.202,,,2,,,,
6B-8,氧气,,m3,0.254,0.286,,,2,,,,
6B-8,乙炔气,,kg,0.085,0.096,,,2,,,,
6B-8,尼龙砂轮片φ100,,片,0.072,0.085,,,2,,,,
6B-8,电,,kW·h,0.139,0.167,,,2,,,,
6B-8,其他材料,,%,1,1,,,2,,,,
6B-8,电焊机综合,,台班,0.112,0.131,,,3,,,,
6B-9,综合用工二类,,工日,0.432,0.542,,,1,,,,
6B-9,低压碳钢管,,m,9.57,9.57,*,,5,,,,
6B-9,碳钢电焊条结422φ3.2,,kg,0.172,0.378,,,2,,,,
6B-9,氧气,,m3,0.254,0.429,,,2,,,,
6B-9,乙炔气,,kg,0.085,0.143,,,2,,,,
6B-9,尼龙砂轮片φ100,,片,0.072,0.098,,,2,,,,
6B-9,电,,kW·h,0.139,0.25,,,2,,,,
6B-9,其他材料,,%,1,1,,,2,,,,
6B-9,电焊机综合,,台班,0.112,0.19,,,3,,,,
6B-9,吊装机综合,,台班,0,0.064,,,3,,,,
6B-10,综合用工二类,,工日,0.432,0.642,,,1,,,,
6B-10,低压碳钢管,,m,9.57,9.41,*,,5,,,,
6B-10,碳钢电焊条结422φ3.2,,kg,0.172,0.419,,,2,,,,
6B-10,氧气,,m3,0.254,0.437,,,2,,,,
6B-10,乙炔气,,kg,0.085,0.145,,,2,,,,
6B-10,尼龙砂轮片φ100,,片,0.072,0.099,,,2,,,,
6B-10,电,,kW·h,0.139,0.278,,,2,,,,
6B-10,其他材料,,%,1,1,,,2,,,,
6B-10,电焊机综合,,台班,0.112,0.214,,,3,,,,
6B-10,吊装机综合,,台班,0,0.077,,,3,,,,
6B-10,汽车式起重机提升质量8t,,台班,0,0.006,,,3,,,,
6B-10,载重汽车装载质量8t,,台班,0,0.006,,,3,,,,
6B-11,综合用工二类,,工日,0.753,0.753,,,1,,,,
6B-11,低压碳钢管,,m,9.41,9.41,*,,5,,,,
6B-11,碳钢电焊条结422φ3.2,,kg,0.53,0.53,,,2,,,,
6B-11,氧气,,m3,0.553,0.553,,,2,,,,
6B-11,乙炔气,,kg,0.184,0.184,,,2,,,,
6B-11,尼龙砂轮片φ100,,片,0.137,0.137,,,2,,,,
6B-11,电,,kW·h,0.348,0.348,,,2,,,,
6B-11,其他材料,,%,1,1,,,2,,,,
6B-11,电焊机综合,,台班,0.268,0.268,,,3,,,,
6B-11,汽车式起重机提升质量8t,,台班,0.008,0.008,,,3,,,,
6B-11,吊装机综合,,台班,0.077,0.077,,,3,,,,
6B-11,载重汽车装载质量8t,,台班,0.008,0.008,,,3,,,,
6B-12,综合用工二类,,工日,0.753,0.815,,,1,,,,
6B-12,低压碳钢管,,m,9.41,9.41,*,,5,,,,
6B-12,碳钢电焊条结422φ3.2,,kg,0.53,0.912,,,2,,,,
6B-12,氧气,,m3,0.553,0.816,,,2,,,,
6B-12,乙炔气,,kg,0.184,0.272,,,2,,,,
6B-12,尼龙砂轮片φ100,,片,0.137,0.237,,,2,,,,
6B-12,电,,kW·h,0.348,0.487,,,2,,,,
6B-12,其他材料,,%,1,1,,,2,,,,
6B-12,电焊机综合,,台班,0.268,0.38,,,3,,,,
6B-12,汽车式起重机提升质量8t,,台班,0.008,0.014,,,3,,,,
6B-12,吊装机综合,,台班,0.077,0.098,,,3,,,,
6B-12,载重汽车装载质量8t,,台班,0.008,0.014,,,3,,,,
6B-13,综合用工二类,,工日,0.753,0.99,,,1,,,,
6B-13,低压碳钢管,,m,9.41,9.36,*,,5,,,,
6B-13,碳钢电焊条结422φ3.2,,kg,0.53,1.793,,,2,,,,
6B-13,氧气,,m3,0.553,1.219,,,2,,,,
6B-13,乙炔气,,kg,0.184,0.407,,,2,,,,
6B-13,尼龙砂轮片φ100,,片,0.137,0.416,,,2,,,,
6B-13,电,,kW·h,0.348,0.695,,,2,,,,
6B-13,其他材料,,%,1,1,,,2,,,,
6B-13,电焊机综合,,台班,0.268,0.538,,,3,,,,
6B-13,汽车式起重机提升质量8t,,台班,0.008,0.023,,,3,,,,
6B-13,吊装机综合,,台班,0.077,0.137,,,3,,,,
6B-13,载重汽车装载质量8t,,台班,0.008,0.023,,,3,,,,
6B-14,综合用工二类,,工日,0.753,1.122,,,1,,,,
6B-14,低压碳钢管,,m,9.41,9.36,*,,5,,,,
6B-14,碳钢电焊条结422φ3.2,,kg,0.53,2.197,,,2,,,,
6B-14,氧气,,m3,0.553,1.305,,,2,,,,
6B-14,乙炔气,,kg,0.184,0.435,,,2,,,,
6B-14,尼龙砂轮片φ100,,片,0.137,0.378,,,2,,,,
6B-14,电,,kW·h,0.348,0.751,,,2,,,,
6B-14,其他材料,,%,1,1,,,2,,,,
6B-14,电焊机综合,,台班,0.268,0.569,,,3,,,,
6B-14,汽车式起重机提升质量8t,,台班,0.008,0.028,,,3,,,,
6B-14,吊装机综合,,台班,0.077,0.137,,,3,,,,
6B-14,载重汽车装载质量8t,,台班,0.008,0.028,,,3,,,,
6B-15,综合用工二类,,工日,0.221,0.221,,,1,,,,
6B-15,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-15,碳钢电焊条结422φ3.2,,kg,0.292,0.292,,,2,,,,
6B-15,电,,kW.h,0.334,0.334,,,2,,,,
6B-15,尼龙砂轮片φ500,,片,0.076,0.076,,,2,,,,
6B-15,尼龙砂轮片φ100,,片,0.018,0.018,,,2,,,,
6B-15,氧气,,m3,0.001,0.001,,,2,,,,
6B-15,乙炔气,,kg,0.001,0.001,,,2,,,,
6B-15,其他材料,,%,1,1,,,2,,,,
6B-15,砂轮切割机砂轮直径500mm,,台班,0.007,0.007,,,3,,,,
6B-15,电焊机综合,,台班,0.276,0.276,,,3,,,,
6B-16,综合用工二类,,工日,0.221,0.289,,,1,,,,
6B-16,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-16,碳钢电焊条结422φ3.2,,kg,0.292,0.374,,,2,,,,
6B-16,电,,kW.h,0.334,0.417,,,2,,,,
6B-16,尼龙砂轮片φ500,,片,0.076,0.1,,,2,,,,
6B-16,尼龙砂轮片φ100,,片,0.018,0.099,,,2,,,,
6B-16,氧气,,m3,0.001,0.001,,,2,,,,
6B-16,乙炔气,,kg,0.001,0.001,,,2,,,,
6B-16,其他材料,,%,1,1,,,2,,,,
6B-16,砂轮切割机砂轮直径500mm,,台班,0.007,0.015,,,3,,,,
6B-16,电焊机综合,,台班,0.276,0.354,,,3,,,,
6B-17,综合用工二类,,工日,0.221,0.489,,,1,,,,
6B-17,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-17,碳钢电焊条结422φ3.2,,kg,0.292,0.59,,,2,,,,
6B-17,电,,kW.h,0.334,0.556,,,2,,,,
6B-17,尼龙砂轮片φ500,,片,0.076,0.124,,,2,,,,
6B-17,尼龙砂轮片φ100,,片,0.018,0.279,,,2,,,,
6B-17,氧气,,m3,0.001,0.001,,,2,,,,
6B-17,乙炔气,,kg,0.001,0.001,,,2,,,,
6B-17,其他材料,,%,1,1,,,2,,,,
6B-17,砂轮切割机砂轮直径500mm,,台班,0.007,0.033,,,3,,,,
6B-17,电焊机综合,,台班,0.276,0.464,,,3,,,,
6B-18,综合用工二类,,工日,0.221,0.584,,,1,,,,
6B-18,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-18,碳钢电焊条结422φ3.2,,kg,0.292,0.73,,,2,,,,
6B-18,电,,kW.h,0.334,0.695,,,2,,,,
6B-18,尼龙砂轮片φ500,,片,0.076,0.156,,,2,,,,
6B-18,尼龙砂轮片φ100,,片,0.018,0.347,,,2,,,,
6B-18,氧气,,m3,0.001,0.074,,,2,,,,
6B-18,乙炔气,,kg,0.001,0.024,,,2,,,,
6B-18,其他材料,,%,1,1,,,2,,,,
6B-18,砂轮切割机砂轮直径500mm,,台班,0.007,0.051,,,3,,,,
6B-18,电焊机综合,,台班,0.276,0.57,,,3,,,,
6B-19,综合用工二类,,工日,0.221,0.7,,,1,,,,
6B-19,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-19,碳钢电焊条结422φ3.2,,kg,0.292,0.838,,,2,,,,
6B-19,电,,kW.h,0.334,0.778,,,2,,,,
6B-19,尼龙砂轮片φ500,,片,0.076,0.182,,,2,,,,
6B-19,尼龙砂轮片φ100,,片,0.018,0.397,,,2,,,,
6B-19,氧气,,m3,0.001,0.08,,,2,,,,
6B-19,乙炔气,,kg,0.001,0.026,,,2,,,,
6B-19,其他材料,,%,1,1,,,2,,,,
6B-19,砂轮切割机砂轮直径500mm,,台班,0.007,0.055,,,3,,,,
6B-19,电焊机综合,,台班,0.276,0.66,,,3,,,,
6B-20,综合用工二类,,工日,0.221,0.816,,,1,,,,
6B-20,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-20,碳钢电焊条结422φ3.2,,kg,0.292,1.16,,,2,,,,
6B-20,电,,kW.h,0.334,0.973,,,2,,,,
6B-20,尼龙砂轮片φ500,,片,0.076,0.26,,,2,,,,
6B-20,尼龙砂轮片φ100,,片,0.018,0.569,,,2,,,,
6B-20,氧气,,m3,0.001,0.092,,,2,,,,
6B-20,乙炔气,,kg,0.001,0.03,,,2,,,,
6B-20,其他材料,,%,1,1,,,2,,,,
6B-20,砂轮切割机砂轮直径500mm,,台班,0.007,0.067,,,3,,,,
6B-20,电焊机综合,,台班,0.276,0.818,,,3,,,,
6B-21,综合用工二类,,工日,0.89,0.89,,,1,,,,
6B-21,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-21,碳钢电焊条结422φ3.2,,kg,2.076,2.076,,,2,,,,
6B-21,氧气,,m3,1.984,1.984,,,2,,,,
6B-21,乙炔气,,kg,0.661,0.661,,,2,,,,
6B-21,尼龙砂轮片φ100,,片,0.882,0.882,,,2,,,,
6B-21,电,,kW·h,1.668,1.668,,,2,,,,
6B-21,其他材料,,%,1,1,,,2,,,,
6B-21,电焊机综合,,台班,1.316,1.316,,,3,,,,
6B-22,综合用工二类,,工日,0.89,0.99,,,1,,,,
6B-22,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-22,碳钢电焊条结422φ3.2,,kg,2.076,2.456,,,2,,,,
6B-22,氧气,,m3,1.984,2.248,,,2,,,,
6B-22,乙炔气,,kg,0.661,0.751,,,2,,,,
6B-22,尼龙砂轮片φ100,,片,0.882,1.037,,,2,,,,
6B-22,电,,kW·h,1.668,1.946,,,2,,,,
6B-22,其他材料,,%,1,1,,,2,,,,
6B-22,电焊机综合,,台班,1.316,1.536,,,3,,,,
6B-23,综合用工二类,,工日,0.89,1.1,,,1,,,,
6B-23,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-23,碳钢电焊条结422φ3.2,,kg,2.076,4.572,,,2,,,,
6B-23,氧气,,m3,1.984,3.37,,,2,,,,
6B-23,乙炔气,,kg,0.661,1.124,,,2,,,,
6B-23,尼龙砂轮片φ100,,片,0.882,1.743,,,2,,,,
6B-23,电,,kW·h,1.668,2.891,,,2,,,,
6B-23,其他材料,,%,1,1,,,2,,,,
6B-23,电焊机综合,,台班,1.316,2.232,,,3,,,,
6B-24,综合用工二类,,工日,0.89,1.222,,,1,,,,
6B-24,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-24,碳钢电焊条结422φ3.2,,kg,2.076,5.068,,,2,,,,
6B-24,氧气,,m3,1.984,3.468,,,2,,,,
6B-24,乙炔气,,kg,0.661,1.155,,,2,,,,
6B-24,尼龙砂轮片φ100,,片,0.882,1.793,,,2,,,,
6B-24,电,,kW·h,1.668,3.253,,,2,,,,
6B-24,其他材料,,%,1,1,,,2,,,,
6B-24,电焊机综合,,台班,1.316,2.528,,,3,,,,
6B-25,综合用工二类,,工日,1.873,1.873,,,1,,,,
6B-25,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-25,碳钢电焊条结422φ3.2,,kg,6.69,6.69,,,2,,,,
6B-25,氧气,,m3,4.606,4.606,,,2,,,,
6B-25,乙炔气,,kg,1.535,1.535,,,2,,,,
6B-25,尼龙砂轮片φ100,,片,2.453,2.453,,,2,,,,
6B-25,电,,kW·h,4.031,4.031,,,2,,,,
6B-25,其他材料,,%,1,1,,,2,,,,
6B-25,电焊机综合,,台班,3.2,3.2,,,3,,,,
6B-26,综合用工二类,,工日,1.873,2.232,,,1,,,,
6B-26,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-26,碳钢电焊条结422φ3.2,,kg,6.69,11.018,,,2,,,,
6B-26,氧气,,m3,4.606,6.389,,,2,,,,
6B-26,乙炔气,,kg,1.535,2.131,,,2,,,,
6B-26,尼龙砂轮片φ100,,片,2.453,3.33,,,2,,,,
6B-26,电,,kW·h,4.031,5.727,,,2,,,,
6B-26,其他材料,,%,1,1,,,2,,,,
6B-26,电焊机综合,,台班,3.2,4.47,,,3,,,,
6B-26,汽车式起重机提升质量8t,,台班,0,0.01,,,3,,,,
6B-26,载重汽车装载质量8t,,台班,0,0.01,,,3,,,,
6B-27,综合用工二类,,工日,1.873,3.068,,,1,,,,
6B-27,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-27,碳钢电焊条结422φ3.2,,kg,6.69,21.668,,,2,,,,
6B-27,氧气,,m3,4.606,9.513,,,2,,,,
6B-27,乙炔气,,kg,1.535,3.172,,,2,,,,
6B-27,尼龙砂轮片φ100,,片,2.453,4.326,,,2,,,,
6B-27,电,,kW·h,4.031,8.145,,,2,,,,
6B-27,其他材料,,%,1,1,,,2,,,,
6B-27,电焊机综合,,台班,3.2,6.326,,,3,,,,
6B-27,汽车式起重机提升质量8t,,台班,0,0.018,,,3,,,,
6B-27,载重汽车装载质量8t,,台班,0,0.018,,,3,,,,
6B-28,综合用工二类,,工日,1.873,3.278,,,1,,,,
6B-28,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-28,碳钢电焊条结422φ3.2,,kg,6.69,25.85,,,2,,,,
6B-28,氧气,,m3,4.606,10.745,,,2,,,,
6B-28,乙炔气,,kg,1.535,3.583,,,2,,,,
6B-28,尼龙砂轮片φ100,,片,2.453,5.173,,,2,,,,
6B-28,电,,kW·h,4.031,9.702,,,2,,,,
6B-28,其他材料,,%,1,1,,,2,,,,
6B-28,电焊机综合,,台班,3.2,7.576,,,3,,,,
6B-28,汽车式起重机提升质量8t,,台班,0,0.026,,,3,,,,
6B-28,载重汽车装载质量8t,,台班,0,0.026,,,3,,,,
6B-29,综合用工二类,,工日,0.232,0.232,,,1,,,,
6B-29,低压碳钢管,,m,9.72,9.72,*,,5,,,,
6B-29,碳钢电焊条结422φ3.2,,kg,0.001,0.001,,,2,,,,
6B-29,碳钢焊丝,,kg,0.012,0.012,,,2,,,,
6B-29,氧气,,m3,0.001,0.001,,,2,,,,
6B-29,乙炔气,,kg,0.001,0.001,,,2,,,,
6B-29,氩气,,m3,0.033,0.033,,,2,,,,
6B-29,铈钨棒,,g,0.066,0.066,,,2,,,,
6B-29,尼龙砂轮片φ100,,片,0.013,0.013,,,2,,,,
6B-29,尼龙砂轮片φ500,,片,0.004,0.004,,,2,,,,
6B-29,其他材料,,%,1,1,,,2,,,,
6B-29,电焊机综合,,台班,0.003,0.003,,,3,,,,
6B-29,氩弧焊机电流500A,,台班,0.021,0.021,,,3,,,,
6B-29,砂轮切割机砂轮直径500mm,,台班,0.001,0.001,,,3,,,,
6B-30,综合用工二类,,工日,0.232,0.242,,,1,,,,
6B-30,低压碳钢管,,m,9.72,9.72,*,,5,,,,
6B-30,碳钢电焊条结422φ3.2,,kg,0.001,0.001,,,2,,,,
6B-30,碳钢焊丝,,kg,0.012,0.015,,,2,,,,
6B-30,氧气,,m3,0.001,0.001,,,2,,,,
6B-30,乙炔气,,kg,0.001,0.001,,,2,,,,
6B-30,氩气,,m3,0.033,0.042,,,2,,,,
6B-30,铈钨棒,,g,0.066,0.084,,,2,,,,
6B-30,尼龙砂轮片φ100,,片,0.013,0.016,,,2,,,,
6B-30,尼龙砂轮片φ500,,片,0.004,0.005,,,2,,,,
6B-30,其他材料,,%,1,1,,,2,,,,
6B-30,电焊机综合,,台班,0.003,0.004,,,3,,,,
6B-30,氩弧焊机电流500A,,台班,0.021,0.027,,,3,,,,
6B-30,砂轮切割机砂轮直径500mm,,台班,0.001,0.001,,,3,,,,
6B-31,综合用工二类,,工日,0.232,0.295,,,1,,,,
6B-31,低压碳钢管,,m,9.72,9.72,*,,5,,,,
6B-31,碳钢电焊条结422φ3.2,,kg,0.001,0.001,,,2,,,,
6B-31,碳钢焊丝,,kg,0.012,0.024,,,2,,,,
6B-31,氧气,,m3,0.001,0.001,,,2,,,,
6B-31,乙炔气,,kg,0.001,0.001,,,2,,,,
6B-31,氩气,,m3,0.033,0.067,,,2,,,,
6B-31,铈钨棒,,g,0.066,0.134,,,2,,,,
6B-31,尼龙砂轮片φ100,,片,0.013,0.021,,,2,,,,
6B-31,尼龙砂轮片φ500,,片,0.004,0.006,,,2,,,,
6B-31,其他材料,,%,1,1,,,2,,,,
6B-31,电焊机综合,,台班,0.003,0.006,,,3,,,,
6B-31,氩弧焊机电流500A,,台班,0.021,0.035,,,3,,,,
6B-31,砂轮切割机砂轮直径500mm,,台班,0.001,0.002,,,3,,,,
6B-32,综合用工二类,,工日,0.232,0.327,,,1,,,,
6B-32,低压碳钢管,,m,9.72,9.72,*,,5,,,,
6B-32,碳钢电焊条结422φ3.2,,kg,0.001,0.002,,,2,,,,
6B-32,碳钢焊丝,,kg,0.012,0.03,,,2,,,,
6B-32,氧气,,m3,0.001,0.006,,,2,,,,
6B-32,乙炔气,,kg,0.001,0.002,,,2,,,,
6B-32,氩气,,m3,0.033,0.083,,,2,,,,
6B-32,铈钨棒,,g,0.066,0.167,,,2,,,,
6B-32,尼龙砂轮片φ100,,片,0.013,0.026,,,2,,,,
6B-32,尼龙砂轮片φ500,,片,0.004,0.008,,,2,,,,
6B-32,其他材料,,%,1,1,,,2,,,,
6B-32,电焊机综合,,台班,0.003,0.007,,,3,,,,
6B-32,氩弧焊机电流500A,,台班,0.021,0.044,,,3,,,,
6B-32,砂轮切割机砂轮直径500mm,,台班,0.001,0.003,,,3,,,,
6B-33,综合用工二类,,工日,0.232,0.363,,,1,,,,
6B-33,低压碳钢管,,m,9.72,9.72,*,,5,,,,
6B-33,碳钢电焊条结422φ3.2,,kg,0.001,0.002,,,2,,,,
6B-33,碳钢焊丝,,kg,0.012,0.034,,,2,,,,
6B-33,氧气,,m3,0.001,0.007,,,2,,,,
6B-33,乙炔气,,kg,0.001,0.002,,,2,,,,
6B-33,氩气,,m3,0.033,0.095,,,2,,,,
6B-33,铈钨棒,,g,0.066,0.19,,,2,,,,
6B-33,尼龙砂轮片φ100,,片,0.013,0.03,,,2,,,,
6B-33,尼龙砂轮片φ500,,片,0.004,0.009,,,2,,,,
6B-33,其他材料,,%,1,1,,,2,,,,
6B-33,电焊机综合,,台班,0.003,0.008,,,3,,,,
6B-33,氩弧焊机电流500A,,台班,0.021,0.05,,,3,,,,
6B-33,砂轮切割机砂轮直径500mm,,台班,0.001,0.003,,,3,,,,
6B-34,综合用工二类,,工日,0.395,0.395,,,1,,,,
6B-34,低压碳钢管,,m,9.57,9.57,*,,5,,,,
6B-34,碳钢电焊条结422φ3.2,,kg,0.069,0.069,,,2,,,,
6B-34,碳钢焊丝,,kg,0.035,0.035,,,2,,,,
6B-34,氧气,,m3,0.008,0.008,,,2,,,,
6B-34,乙炔气,,kg,0.003,0.003,,,2,,,,
6B-34,氩气,,m3,0.099,0.099,,,2,,,,
6B-34,铈钨棒,,g,0.199,0.199,,,2,,,,
6B-34,尼龙砂轮片φ100,,片,0.046,0.046,,,2,,,,
6B-34,尼龙砂轮片φ500,,片,0.013,0.013,,,2,,,,
6B-34,电,,kW·h,0.056,0.056,,,2,,,,
6B-34,其他材料,,%,1,1,,,2,,,,
6B-34,电焊机综合,,台班,0.049,0.049,,,3,,,,
6B-34,氩弧焊机电流500A,,台班,0.053,0.053,,,3,,,,
6B-34,砂轮切割机砂轮直径500mm,,台班,0.003,0.003,,,3,,,,
6B-35,综合用工二类,,工日,0.395,0.51,,,1,,,,
6B-35,低压碳钢管,,m,9.57,9.57,*,,5,,,,
6B-35,碳钢电焊条结422φ3.2,,kg,0.069,0.087,,,2,,,,
6B-35,碳钢焊丝,,kg,0.035,0.037,,,2,,,,
6B-35,氧气,,m3,0.008,0.226,,,2,,,,
6B-35,乙炔气,,kg,0.003,0.076,,,2,,,,
6B-35,氩气,,m3,0.099,0.104,,,2,,,,
6B-35,铈钨棒,,g,0.199,0.208,,,2,,,,
6B-35,尼龙砂轮片φ100,,片,0.046,0.072,,,2,,,,
6B-35,尼龙砂轮片φ500,,片,0.013,0.019,,,2,,,,
6B-35,电,,kW·h,0.056,0.07,,,2,,,,
6B-35,其他材料,,%,1,1,,,2,,,,
6B-35,电焊机综合,,台班,0.049,0.06,,,3,,,,
6B-35,氩弧焊机电流500A,,台班,0.053,0.055,,,3,,,,
6B-35,砂轮切割机砂轮直径500mm,,台班,0.003,0.004,,,3,,,,
6B-36,综合用工二类,,工日,0.395,0.6,,,1,,,,
6B-36,低压碳钢管,,m,9.57,9.57,*,,5,,,,
6B-36,碳钢电焊条结422φ3.2,,kg,0.069,0.104,,,2,,,,
6B-36,碳钢焊丝,,kg,0.035,0.044,,,2,,,,
6B-36,氧气,,m3,0.008,0.255,,,2,,,,
6B-36,乙炔气,,kg,0.003,0.086,,,2,,,,
6B-36,氩气,,m3,0.099,0.123,,,2,,,,
6B-36,铈钨棒,,g,0.199,0.247,,,2,,,,
6B-36,尼龙砂轮片φ100,,片,0.046,0.085,,,2,,,,
6B-36,尼龙砂轮片φ500,,片,0.013,0.023,,,2,,,,
6B-36,电,,kW·h,0.056,0.083,,,2,,,,
6B-36,其他材料,,%,1,1,,,2,,,,
6B-36,电焊机综合,,台班,0.049,0.069,,,3,,,,
6B-36,氩弧焊机电流500A,,台班,0.053,0.065,,,3,,,,
6B-36,砂轮切割机砂轮直径500mm,,台班,0.003,0.005,,,3,,,,
6B-37,综合用工二类,,工日,0.395,0.685,,,1,,,,
6B-37,低压碳钢管,,m,9.57,9.57,*,,5,,,,
6B-37,碳钢电焊条结422φ3.2,,kg,0.069,0.265,,,2,,,,
6B-37,碳钢焊丝,,kg,0.035,0.056,,,2,,,,
6B-37,氧气,,m3,0.008,0.381,,,2,,,,
6B-37,乙炔气,,kg,0.003,0.127,,,2,,,,
6B-37,氩气,,m3,0.099,0.157,,,2,,,,
6B-37,铈钨棒,,g,0.199,0.314,,,2,,,,
6B-37,尼龙砂轮片φ100,,片,0.046,0.146,,,2,,,,
6B-37,尼龙砂轮片φ500,,片,0.013,0.033,,,2,,,,
6B-37,电,,kW·h,0.056,0.167,,,2,,,,
6B-37,其他材料,,%,1,1,,,2,,,,
6B-37,电焊机综合,,台班,0.049,0.132,,,3,,,,
6B-37,氩弧焊机电流500A,,台班,0.053,0.082,,,3,,,,
6B-37,砂轮切割机砂轮直径500mm,,台班,0.003,0.008,,,3,,,,
6B-37,吊装机综合,,台班,0,0.064,,,3,,,,
6B-38,综合用工二类,,工日,0.395,0.747,,,1,,,,
6B-38,低压碳钢管,,m,9.57,9.41,*,,5,,,,
6B-38,碳钢电焊条结422φ3.2,,kg,0.069,0.32,,,2,,,,
6B-38,碳钢焊丝,,kg,0.035,0.067,,,2,,,,
6B-38,氧气,,m3,0.008,0.386,,,2,,,,
6B-38,乙炔气,,kg,0.003,0.128,,,2,,,,
6B-38,氩气,,m3,0.099,0.187,,,2,,,,
6B-38,铈钨棒,,g,0.199,0.373,,,2,,,,
6B-38,尼龙砂轮片φ100,,片,0.046,0.149,,,2,,,,
6B-38,尼龙砂轮片φ500,,片,0.013,0.035,,,2,,,,
6B-38,电,,kW·h,0.056,0.167,,,2,,,,
6B-38,其他材料,,%,1,1,,,2,,,,
6B-38,电焊机综合,,台班,0.049,0.135,,,3,,,,
6B-38,氩弧焊机电流500A,,台班,0.053,0.098,,,3,,,,
6B-38,砂轮切割机砂轮直径500mm,,台班,0.003,0.008,,,3,,,,
6B-38,吊装机综合,,台班,0,0.077,,,3,,,,
6B-38,汽车式起重机提升质量8t,,台班,0,0.007,,,3,,,,
6B-38,载重汽车装载质量8t,,台班,0,0.007,,,3,,,,
6B-39,综合用工二类,,工日,0.758,0.758,,,1,,,,
6B-39,低压碳钢管,,m,9.41,9.41,*,,5,,,,
6B-39,碳钢电焊条结422φ3.2,,kg,0.375,0.375,,,2,,,,
6B-39,碳钢焊丝,,kg,0.08,0.08,,,2,,,,
6B-39,氧气,,m3,0.541,0.541,,,2,,,,
6B-39,乙炔气,,kg,0.18,0.18,,,2,,,,
6B-39,氩气,,m3,0.223,0.223,,,2,,,,
6B-39,铈钨棒,,g,0.446,0.446,,,2,,,,
6B-39,尼龙砂轮片φ100,,片,0.167,0.167,,,2,,,,
6B-39,电,,kW·h,0.236,0.236,,,2,,,,
6B-39,其他材料,,%,1,1,,,2,,,,
6B-39,电焊机综合,,台班,0.187,0.187,,,3,,,,
6B-39,氩弧焊机电流500A,,台班,0.117,0.117,,,3,,,,
6B-39,半自动切割机厚度100mm,,台班,0.056,0.056,,,3,,,,
6B-39,汽车式起重机提升质量8t,,台班,0.01,0.01,,,3,,,,
6B-39,吊装机综合,,台班,0.077,0.077,,,3,,,,
6B-39,载重汽车装载质量8t,,台班,0.01,0.01,,,3,,,,
6B-40,综合用工二类,,工日,0.758,0.795,,,1,,,,
6B-40,低压碳钢管,,m,9.41,9.41,*,,5,,,,
6B-40,碳钢电焊条结422φ3.2,,kg,0.375,0.69,,,2,,,,
6B-40,碳钢焊丝,,kg,0.08,0.11,,,2,,,,
6B-40,氧气,,m3,0.541,0.816,,,2,,,,
6B-40,乙炔气,,kg,0.18,0.272,,,2,,,,
6B-40,氩气,,m3,0.223,0.308,,,2,,,,
6B-40,铈钨棒,,g,0.446,0.617,,,2,,,,
6B-40,尼龙砂轮片φ100,,片,0.167,0.211,,,2,,,,
6B-40,电,,kW·h,0.236,0.361,,,2,,,,
6B-40,其他材料,,%,1,1,,,2,,,,
6B-40,电焊机综合,,台班,0.187,0.285,,,3,,,,
6B-40,氩弧焊机电流500A,,台班,0.117,0.162,,,3,,,,
6B-40,半自动切割机厚度100mm,,台班,0.056,0.08,,,3,,,,
6B-40,汽车式起重机提升质量8t,,台班,0.01,0.016,,,3,,,,
6B-40,吊装机综合,,台班,0.077,0.098,,,3,,,,
6B-40,载重汽车装载质量8t,,台班,0.01,0.016,,,3,,,,
6B-41,综合用工二类,,工日,0.758,0.963,,,1,,,,
6B-41,低压碳钢管,,m,9.41,9.36,*,,5,,,,
6B-41,碳钢电焊条结422φ3.2,,kg,0.375,1.504,,,2,,,,
